file_name,relative_path,suffix,size_bytes,top_level_group,subgroup,role_guess
73e13f8273906f7f43a077f95ec48e7d.csv,Raw Sensing\unlock\73e13f8273906f7f43a077f95ec48e7d.csv,.csv,14564636,Raw Sensing,unlock,sensor
76b564dca3ab4d899e5a30d3cbcb0aac.csv,Raw Sensing\unlock\76b564dca3ab4d899e5a30d3cbcb0aac.csv,.csv,4429321,Raw Sensing,unlock,sensor
791c580346256bca5c697d19170a50b5.csv,Raw Sensing\unlock\791c580346256bca5c697d19170a50b5.csv,.csv,12313314,Raw Sensing,unlock,sensor
79d8490ab94fc7cd6530b1f22593d708.csv,Raw Sensing\unlock\79d8490ab94fc7cd6530b1f22593d708.csv,.csv,8106319,Raw Sensing,unlock,sensor
7a5f7cc91bafe10c9708342bb197ea58.csv,Raw Sensing\unlock\7a5f7cc91bafe10c9708342bb197ea58.csv,.csv,9556185,Raw Sensing,unlock,sensor
7d2c632a05bbb03ca97555d61be83c41.csv,Raw Sensing\unlock\7d2c632a05bbb03ca97555d61be83c41.csv,.csv,5692806,Raw Sensing,unlock,sensor
7d41e1ac6994aa87a10a923b31b16cd8.csv,Raw Sensing\unlock\7d41e1ac6994aa87a10a923b31b16cd8.csv,.csv,5966625,Raw Sensing,unlock,sensor
7dcfc929e033d32b768ff4b51bd6a748.csv,Raw Sensing\unlock\7dcfc929e033d32b768ff4b51bd6a748.csv,.csv,6509248,Raw Sensing,unlock,sensor
7e22b6d9cb821d7004409da02d95cb64.csv,Raw Sensing\unlock\7e22b6d9cb821d7004409da02d95cb64.csv,.csv,18734874,Raw Sensing,unlock,sensor
800994037be85bdfd6b3e43be70d02b3.csv,Raw Sensing\unlock\800994037be85bdfd6b3e43be70d02b3.csv,.csv,7883004,Raw Sensing,unlock,sensor
8391d8b451084771d0affcc26e34d773.csv,Raw Sensing\unlock\8391d8b451084771d0affcc26e34d773.csv,.csv,8154227,Raw Sensing,unlock,sensor
83a37a7ffd416a2e0a863c86166a97c8.csv,Raw Sensing\unlock\83a37a7ffd416a2e0a863c86166a97c8.csv,.csv,11698180,Raw Sensing,unlock,sensor
83e4705b8ead02d2659f4d4241183e17.csv,Raw Sensing\unlock\83e4705b8ead02d2659f4d4241183e17.csv,.csv,13364694,Raw Sensing,unlock,sensor
84120765740b5395aa49a2feb12fbb43.csv,Raw Sensing\unlock\84120765740b5395aa49a2feb12fbb43.csv,.csv,14935215,Raw Sensing,unlock,sensor
8479552e5849c2f93e5f8ab1720ed78b.csv,Raw Sensing\unlock\8479552e5849c2f93e5f8ab1720ed78b.csv,.csv,2188324,Raw Sensing,unlock,sensor
84875d7ec9c81d58d687aa4805c35c77.csv,Raw Sensing\unlock\84875d7ec9c81d58d687aa4805c35c77.csv,.csv,5653925,Raw Sensing,unlock,sensor
8617ddac1f48b148e3683738519b2e7a.csv,Raw Sensing\unlock\8617ddac1f48b148e3683738519b2e7a.csv,.csv,6180913,Raw Sensing,unlock,sensor
86a13f6d0bb7070ca042d60b2a582c4c.csv,Raw Sensing\unlock\86a13f6d0bb7070ca042d60b2a582c4c.csv,.csv,10927935,Raw Sensing,unlock,sensor
8730e74690f38a87355bf45b00fc220e.csv,Raw Sensing\unlock\8730e74690f38a87355bf45b00fc220e.csv,.csv,11127473,Raw Sensing,unlock,sensor
